advanced	O
a	O
rational	O
basis	O
for	O
contending	O
that	O
it	O
had	O
not	O
been	O
,	O
namely	O
that	O
this	O
was	O
a	O
case	O
of	O
loss	O
of	O
temper	O
in	O
the	O
context	O
of	O
an	O
argument	O
about	O
money	O
rather	O
than	O
loss	O
of	O
control	O
.	O
This	O
was	O
not	O
a	O
matter	O
of	O
semantics	O
.	O
It	O
was	O
the	O
central	O
issue	O
in	O
the	O
case	O
.	O
The	O
prosecution	O
case	O
was	O
that	O
this	O
was	O
a	O
killing	O
in	O
anger	O
,	O
uninfluenced	O
by	O
medical	O
condition	O
.	O
The	O
prosecution	O
contends	O
that	O
there	O
was	O
evidential	O
support	O
for	O
this	O
case	O
,	O
not	O
only	O
in	O
the	O
appellant	O
'	O
s	O
own	O
account	O
of	O
the	O
context	O
in	O
which	O
the	O
altercation	O
arose	O
,	O
but	O
in	O
her	B-defendant_is_female
subsequent	O
actions	O
,	O
explanations	O
and	O
false	O
scene	O
setting	O
,	O
including	O
wiping	O
up	O
bloodstains	O
and	O
clearing	O
up	O
the	O
scene	O
;	O
trying	O
to	O
make	O
it	O
look	O
as	O
if	O
her	B-defendant_is_female
mother	O
had	O
killed	O
herself	O
;	O
putting	O
the	O
knife	O
in	O
her	B-defendant_is_female
hand	O
;	O
giving	O
an	O
elaborate	O
initial	O
false	O
account	O
as	O
to	O
what	O
had	O
occurred	O
;	O
and	O
creating	O
what	O
the	O
prosecution	O
contended	O
was	O
an	O
invented	O
back	O
story	O
about	O
being	O
threatened	O
with	O
scissors	O
.	O
This	O
showed	O
a	O
person	O
who	O
was	O
in	O
control	O
of	O
herself	O
and	O
who	O
was	O
looking	O
for	O
ways	O
to	O
avoid	O
the	O
consequences	O
of	O
what	O
she	O
had	O
done	O
.	O

""""	O
We	O
agree	O
,	O
that	O
if	O
the	O
offence	O
did	O
not	O
take	O
place	O
as	O
[	O
the	O
appellant	O
]	O
describes	O
it	O
,	O
(	O
e	O
.	O
g	O
.	O
if	O
there	O
was	O
pre	O
-	O
planning	O
and	O
no	O
provocation	O
),	O
that	O
the	O
conditions	O
above	O
may	O
well	O
be	O
irrelevant	O
.	O
We	O
agree	O
that	O
the	O
defence	O
would	O
not	O
be	O
available	O
to	O
the	O
[	O
appellant	O
]	O
if	O
her	B-defendant_is_female
account	O
is	O
not	O
largely	O
accepted	O
"."""	O

In	O
assessing	O
this	O
third	O
element	O
the	O
[	O
appellant	O
]	O
is	O
to	O
be	O
judged	O
against	O
the	O
standard	O
of	O
a	O
person	O
with	O
a	O
normal	O
degree	O
,	O
and	O
not	O
an	O
abnormal	O
degree	O
,	O
of	O
tolerance	O
and	O
self	O
-	O
restraint	O
.	O
If	O
,	O
and	O
in	O
so	O
far	O
as	O
,	O
her	B-defendant_is_female
diagnosed	O
mental	O
disorders	O
reduced	O
her	B-defendant_is_female
general	O
capacity	O
for	O
tolerance	O
and	O
self	O
-	O
restraint	O
,	O
that	O
would	O
not	O
be	O
a	O
relevant	O
consideration	O
.	O
Her	O
diagnosed	O
mental	O
disorders	O
are	O
a	O
relevant	O
circumstance	O
of	O
the	O
[	O
appellant	O
],	O
but	O
are	O
not	O
relevant	O
to	O
the	O
question	O
of	O
the	O
degree	O
of	O
tolerance	O
and	O
self	O
-	O
restraint	O
which	O
would	O
be	O
exercised	O
by	O
the	O
hypothetical	O
person	O
referred	O
to	O
above	O
.	O
However	O
,	O
as	O
part	O
of	O
the	O
[	O
appellant	O
'	O
s	O
]	O
circumstances	O
you	O
are	O
entitled	O
to	O
take	O
into	O
account	O
as	O
part	O
of	O
the	O
background	O
that	O
she	O
had	O
a	O
history	O
of	O
having	O
been	O
abused	O
,	O
isolation	O
and	O
feeling	O
trapped	O
,	O
save	O
in	O
so	O
far	O
as	O
that	O
is	O
relevant	O
to	O
her	B-defendant_is_female
general	O
capacity	O
for	O
tolerance	O
and	O
abuse	O
"."""	O

The	O
next	O
topic	O
is	O
substantial	O
impairment	O
.	O
Therefore	O
,	O
it	O
is	O
not	O
disputed	O
that	O
at	O
the	O
time	O
she	O
was	O
suffering	O
from	O
an	O
abnormality	O
of	O
mental	O
functioning	O
from	O
a	O
recognised	O
medical	O
condition	O
,	O
but	O
the	O
[	O
appellant	O
'	O
s	O
]	O
responsibility	O
was	O
only	O
diminished	O
if	O
you	O
conclude	O
her	B-defendant_is_female
mental	O
ability	O
to	O
exercise	O
self	O
-	O
control	O
was	O
substantially	O
impaired	O
.	O
The	O
expression	O
'	O
substantially	O
'	O
is	O
an	O
ordinary	O
English	O
word	O
that	O
imports	O
a	O
question	O
of	O
degree	O
.	O
Whether	O
the	O
impairment	O
in	O
the	O
present	O
case	O
before	O
[	O
it	O
]	O
can	O
properly	O
be	O
described	O
as	O
substantial	O
is	O
an	O
issue	O
of	O
fact	O
for	O
you	O
to	O
resolve	O
.	O
Professor	O
Elliot	O
had	O
given	O
evidence	O
that	O
the	O
diagnoses	O
would	O
have	O
substantially	O
impaired	O
her	B-defendant_is_female
ability	O
to	O
exercise	O
self	O
-	O
control	O
.	O
The	O
prosecution	O
do	O
not	O
disagree	O
.	O
Therefore	O
,	O
the	O
issue	O
for	O
you	O
to	O
decide	O
is	O
whether	O
it	O
did	O
.	O

SR	O
,	O
the	O
complainant	O
,	O
was	O
born	O
in	O
December	O
1995	O
;	O
she	O
was	O
aged	O
between	O
five	B-victim_age
and	I-victim_age
six	I-victim_age
during	O
the	O
indictment	O
period	O
.	O
She	O
lived	O
with	O
her	O
parents	O
.	O
The	O
appellant	O
was	O
her	O
natural	O
uncle	O
.	O
At	O
the	O
relevant	O
time	O
he	O
was	O
in	O
his	O
mid	O
-	O
fifties	O
.	O
The	O
appellant	O
lived	O
with	O
his	O
mother	O
(	O
the	O
complainant	O
'	O
s	O
paternal	O
grandmother	O
)	O
at	O
her	O
home	O
Cardiff	O
.	O
The	O
complainant	O
and	O
her	O
mother	O
regularly	O
visited	O
the	O
home	O
of	O
the	O
complainant	O
'	O
s	O
grandmother	O
.	O
The	O
appellant	O
developed	O
a	O
close	O
relationship	O
with	O
the	O
complainant	O
,	O
and	O
she	O
received	O
gifts	O
from	O
him	O
.	O
She	O
regularly	O
played	O
in	O
his	O
bedroom	O
where	O
he	O
kept	O
colouring	O
books	O
,	O
a	O
children	O
'	O
s	O
play	O
tent	O
,	O
an	O
exercise	O
bicycle	O
and	O
various	O
videos	O
for	O
her	O
entertainment	O
.	O

The	O
appellant	O
also	O
pleaded	B-defendant_pleaded_guilty
guilty	I-defendant_pleaded_guilty
to	O
driving	O
otherwise	O
than	O
in	O
accordance	O
with	O
a	O
licence	O
,	O
contrary	O
to	O
section	O
87	O
of	O
the	O
1988	O
Act	O
,	O
for	O
which	O
the	O
judge	O
imposed	O
no	O
separate	O
penalty	O
.	O
He	O
also	O
imposed	O
no	O
separate	O
penalty	O
on	O
count	O
3	O
,	O
possessing	O
an	O
offensive	O
weapon	O
.	O
We	O
need	O
say	O
no	O
more	O
about	O
that	O
offence	O
.	O

MR	O
JUSTICE	O
GOOSE	O
:	O
On	O
28	O
September	O
2018	O
in	O
the	O
Crown	O
Court	O
at	O
Norwich	O
,	O
the	O
appellant	O
Martin	O
Ayres	O
,	O
who	O
is	O
now	O
aged	O
36	O
,	O
was	O
sentenced	O
to	O
imprisonment	O
for	O
life	O
,	O
with	O
a	O
minimum	O
term	O
of	O
10	O
years	O
'	O
custody	O
for	O
attempted	O
murder	O
.	O
He	O
had	O
previously	O
pleaded	B-defendant_pleaded_guilty
guilty	I-defendant_pleaded_guilty
on	O
4	O
May	O
2018	O
,	O
being	O
at	O
the	O
earliest	O
reasonable	O
opportunity	O
.	O
The	O
appellant	O
now	O
appeals	O
with	O
leave	O
against	O
that	O
sentence	O
.	O
His	O
appeal	O
is	O
confined	O
to	O
the	O
minimum	O
term	O
of	O
custody	O
imposed	O
.	O
He	O
accepts	O
that	O
imprisonment	B-defendant_original_sentence
for	I-defendant_original_sentence
life	I-defendant_original_sentence
cannot	O
be	O
the	O
subject	O
of	O
any	O
arguable	O
appeal	O
.	O

These	O
were	O
telling	O
details	O
of	O
the	O
effect	O
of	O
the	O
appellant	O
'	O
s	O
selfish	O
and	O
criminal	O
act	O
.	O
He	O
was	O
aged	B-defendant
50	I-'
at	O
the	O
date	O
of	O
sentence	O
and	O
had	O
39	B-previous_convictions
convictions	I-previous_convictions
from	O
1980	O
when	O
he	B-defendant_gender
was	O
13	O
to	O
2007	O
.	O
These	O
included	O
a	O
large	O
number	O
of	O
offences	O
of	O
dishonesty	O
and	O
violence	O
,	O
a	O
non	B-previous_convictions
-	I-previous_convictions
dwelling	I-previous_convictions
burglary	I-previous_convictions
in	O
1981	O
,	O
wounding	O
with	O
intent	O
and	O
non	B-previous_convictions
-	I-previous_convictions
dwelling	I-previous_convictions
burglary	I-previous_convictions
in	O
2002	O
for	O
which	O
he	B-defendant_gender
was	O
sentenced	O
to	O
a	O
term	O
of	O
three	O
years	O
'	O
imprisonment	O
,	O
and	O
a	O
non	B-previous_convictions
-	I-previous_convictions
dwelling	I-previous_convictions
burglary	I-previous_convictions
and	O
attempted	O
non	B-previous_convictions
-	I-previous_convictions
dwelling	I-previous_convictions
burglary	I-previous_convictions
in	O
2005	O
.	O
There	O
was	O
no	O
previous	O
conviction	O
for	O
dwelling	O
burglary	O
.	O
However	O
,	O
materially	O
on	O
1st	O
October	O
2007	O
he	B-defendant_gender
received	O
an	O
indeterminate	O
sentence	O
of	O
imprisonment	O
for	O
public	O
protection	O
for	O
three	O
offences	O
of	O
robbery	O
and	O
three	O
offences	O
of	O
having	O
a	O
firearm	O
with	O
intent	O
to	O
commit	O
an	O
indictable	O
offence	O
,	O
with	O
a	O
minimum	O
term	O
of	O
three	O
years	O
for	O
robbery	O
with	O
consecutive	O
terms	O
of	O
one	O
year	O
for	O
the	O
firearm	O
.	O

On	O
Friday	O
24	O
October	O
2014	O
the	O
appellant	O
went	O
out	O
for	O
a	O
long	O
evening	O
of	O
drinking	O
with	O
friends	O
,	O
at	O
the	O
end	O
of	O
which	O
she	O
was	O
dropped	O
off	O
near	O
the	O
house	O
at	O
about	O
02	O
.	O
00	O
on	O
Saturday	O
25	O
October	O
.	O
Her	O
friend	O
Becky	O
Haywood	O
had	O
been	O
dropped	O
off	O
first	O
and	O
sent	O
a	O
text	O
at	O
01	O
.	O
59	O
saying	O
she	O
was	O
home	O
.	O
The	O
appellant	O
used	O
her	O
iPhone	O
to	O
call	O
Becky	O
once	O
she	O
had	O
been	O
deposited	O
on	O
the	O
corner	O
.	O
That	O
call	O
commenced	O
at	O
02	O
.	O
03	O
.	O
53	O
and	O
ended	O
ending	O
at	O
02	O
.	O
06	O
.	O
12	O
.	O
The	O
applicant	O
said	O
she	O
smoked	O
a	O
cigarette	O
at	O
that	O
time	O
.	O
She	B-defendant_is_female
told	O
Becky	O
that	O
she	O
was	O
""""	O
on	O
her	O
way	O
home	O
""""	O
or	O
""""	O
nearly	O
home	O
"""."	O
She	B-defendant_is_female
had	O
been	O
dropped	O
off	O
on	O
the	O
corner	O
of	O
Waterloo	O
Road	O
and	O
Crescent	O
Road	O
,	O
a	O
shade	O
under	O
90	O
metres	O
as	O
the	O
crow	O
flies	O
(	O
a	O
little	O
longer	O
by	O
foot	O
)	O
from	O
her	O
front	O
door	O
.	O

Given	O
the	O
timings	O
and	O
the	O
appellant	O
'	O
s	O
presence	O
at	O
the	O
scene	O
,	O
the	O
prosecution	O
suggested	O
that	O
she	O
had	O
the	O
opportunity	O
to	O
set	O
the	O
fire	O
,	O
and	O
access	O
to	O
both	O
accelerant	O
and	O
means	O
of	O
ignition	O
.	O
She	B-defendant_is_female
admitted	O
that	O
she	O
regularly	O
went	O
into	O
the	O
garage	O
where	O
there	O
was	O
petrol	O
.	O
She	B-defendant_is_female
had	O
been	O
smoking	O
so	O
had	O
a	O
means	O
of	O
ignition	O
and	O
she	O
knew	O
that	O
the	O
front	O
door	O
to	O
the	O
house	O
and	O
the	O
back	O
door	O
of	O
the	O
garage	O
would	O
both	O
be	O
unlocked	O
.	O

She	O
gave	O
evidence	O
that	O
she	O
had	O
been	O
dropped	O
at	O
the	O
junction	O
of	O
Waterloo	O
Road	O
and	O
Crescent	O
Road	O
from	O
where	O
she	O
had	O
called	O
Becky	O
and	O
smoked	O
a	O
cigarette	O
,	O
which	O
took	O
some	O
time	O
.	O
Her	O
parents	O
did	O
not	O
know	O
that	O
she	O
smoked	O
and	O
that	O
was	O
why	O
she	O
lingered	O
after	O
she	O
was	O
dropped	O
off	O
.	O
She	B-defendant_is_female
could	O
not	O
account	O
for	O
what	O
she	O
had	O
been	O
doing	O
between	O
02	O
.	O
06	O
and	O
02	O
.	O
21	O
,	O
beyond	O
smoking	O
a	O
cigarette	O
,	O
but	O
she	O
had	O
not	O
been	O
setting	O
fire	O
to	O
her	O
house	O
.	O
She	B-defendant_is_female
had	O
walked	O
past	O
the	O
mouth	O
of	O
Sunningdale	O
,	O
when	O
she	O
became	O
aware	O
of	O
the	O
fire	O
from	O
noise	O
she	O
heard	O
.	O
She	B-defendant_is_female
did	O
not	O
remember	O
seeing	O
the	O
fire	O
engine	O
arrive	O
,	O
although	O
it	O
would	O
have	O
driven	O
along	O
the	O
road	O
where	O
she	O
says	O
she	O
was	O
standing	O
or	O
walking	O
.	O
Her	O
evidence	O
about	O
the	O
fire	O
engine	O
and	O
its	O
arrival	O
was	O
confused	O
.	O
She	B-defendant_is_female
saw	O
it	O
outside	O
the	O
house	O
,	O
together	O
with	O
ladders	O
.	O

Much	O
of	O
the	O
appellant	O
'	O
s	O
evidence	O
was	O
confused	O
,	O
indeed	O
contradictory	O
.	O
For	O
example	O
,	O
she	O
said	O
in	O
her	O
evidence	O
in	O
chief	O
that	O
her	O
boyfriend	O
,	O
who	O
lived	O
10	O
minutes	O
'	O
walk	O
away	O
,	O
knew	O
that	O
the	O
doors	O
were	O
often	O
unlocked	O
,	O
then	O
agreed	O
in	O
cross	O
-	O
examination	O
that	O
only	O
she	O
knew	O
.	O
She	B-defendant_is_female
was	O
cross	O
-	O
examined	O
on	O
the	O
detail	O
of	O
the	O
statements	O
she	O
had	O
made	O
to	O
the	O
police	O
,	O
which	O
were	O
inconsistent	O
on	O
matters	O
such	O
as	O
when	O
she	O
first	O
became	O
aware	O
of	O
the	O
fire	O
engines	O
and	O
precisely	O
where	O
she	O
was	O
at	O
the	O
that	O
time	O
.	O
She	B-defendant_is_female
was	O
unclear	O
whether	O
the	O
fire	O
brigade	O
had	O
arrived	O
before	O
she	O
called	O
Becky	O
at	O
02	O
.	O
21	O
.	O
55	O
(	O
as	O
we	O
had	O
seen	O
they	O
had	O
not	O
).	O
She	B-defendant_is_female
gave	O
unclear	O
evidence	O
about	O
where	O
she	O
was	O
when	O
she	O
made	O
that	O
call	O
and	O
also	O
about	O
what	O
she	O
did	O
thereafter	O
.	O
The	O
appellant	O
had	O
agreed	O
with	O
Mr	O
Hamer	O
that	O
she	O
was	O
nearer	O
paralytic	O
than	O
sober	O
and	O
the	O
evidence	O
of	O
Becky	O
was	O
that	O
she	O
was	O
hysterical	O
during	O
the	O
second	O
phone	O
call	O
.	O

At	O
the	O
conclusion	O
of	O
the	O
hearing	O
in	O
this	O
matter	O
we	O
dismissed	B-decision_refused
the	I-decision_refused
appeal	I-decision_refused
and	O
indicated	O
that	O
we	O
would	O
give	O
our	O
reasons	O
for	O
doing	O
so	O
at	O
a	O
later	O
date	O
.	O
We	O
now	O
do	O
so	O
.	O

Drawing	O
these	O
various	O
conclusions	O
together	O
,	O
it	O
is	O
the	O
judgment	O
of	O
the	O
court	O
that	O
,	O
in	O
addition	O
to	O
the	O
orders	O
under	O
the	O
Mental	O
Health	O
Act	O
,	O
an	O
extended	O
sentence	O
should	O
have	O
been	O
imposed	O
on	O
each	O
of	O
counts	O
1	O
to	O
6	O
,	O
consisting	O
of	O
a	O
custodial	O
term	O
of	O
fourteen	O
years	O
,	O
with	O
an	O
extended	O
period	O
of	O
licence	O
of	O
five	O
years	O
.	O
This	O
will	O
be	O
in	O
place	O
of	O
the	O
eleven	B-defendant_custodial_sentence_years
year	I-defendant_custodial_sentence_years
custodial	I-defendant_custodial_sentence_years
period	I-defendant_custodial_sentence_years
ordered	O
by	O
the	O
judge	O
on	O
each	O
count	O
as	O
the	O
penal	O
element	O
.	O
Time	O
spent	O
in	O
custody	O
on	O
remand	O
will	O
continue	O
to	O
count	O
towards	O
the	O
sentence	O
.	O

On	O
26	O
July	O
2019	O
,	O
he	O
was	O
sentenced	O
by	O
the	O
trial	O
judge	O
,	O
His	O
Honour	O
Judge	O
Davies	O
QC	O
,	O
to	O
a	O
term	O
of	O
eleven	B-defendant_original_sentence
years	I-defendant_original_sentence
'	I-defendant_original_sentence
imprisonment	I-defendant_original_sentence
on	O
each	O
count	O
of	O
rape	O
(	O
counts	O
1	O
to	O
6	O
)	O
and	O
to	O
three	O
years	O
'	O
imprisonment	O
for	O
breach	O
of	O
the	O
Sexual	O
Harm	O
Prevention	O
Order	O
(	O
count	O
7	O
),	O
to	O
be	O
served	O
concurrently	O
.	O
The	O
judge	O
was	O
satisfied	O
that	O
the	O
requirements	O
of	O
sections	O
37	O
and	O
41	O
of	O
the	O
Mental	O
Health	O
Act	O
1983	O
were	O
met	O
and	O
accordingly	O
made	O
a	O
hybrid	O
order	O
under	O
section	O
45A	O
and	O
B	O
of	O
that	O
Act	O
.	O
There	O
was	O
a	O
hospital	O
direction	O
and	O
a	O
limitation	O
direction	O
,	O
among	O
other	O
orders	O
,	O
and	O
a	O
Sexual	O
Harm	O
Prevention	O
Order	O
"("""	O
SHPO	O
""")"	O
was	O
imposed	O
until	O
further	O
order	O
.	O

She	O
closed	O
the	O
door	O
behind	O
him	O
.	O
She	B-victim_is_female
could	O
hear	O
him	O
talking	O
outside	O
.	O
Several	O
minutes	O
later	O
,	O
her	O
mobile	O
phone	O
rang	O
.	O
She	B-victim_is_female
did	O
not	O
recognise	O
the	O
number	O
,	O
but	O
feared	O
that	O
it	O
was	O
the	O
offender	O
.	O

It	O
is	O
clear	O
from	O
the	O
Victim	O
Personal	O
Statement	O
made	O
on	O
18	O
June	O
2019	O
that	O
the	O
crimes	O
have	O
had	O
a	O
significant	O
impact	O
on	O
the	O
victim	O
,	O
emotionally	O
,	O
physically	O
,	O
socially	O
and	O
at	O
her	O
work	O
.	O
She	B-victim_is_female
found	O
the	O
process	O
that	O
followed	O
the	O
incident	O
very	O
stressful	O
.	O
The	O
physical	O
examination	O
left	O
her	O
feeling	O
embarrassed	O
and	O
disgusted	O
.	O
She	B-victim_is_female
had	O
had	O
to	O
take	O
strong	O
medication	O
for	O
a	O
month	O
to	O
prevent	O
the	O
transmission	O
of	O
HIV	O
,	O
rendering	O
her	O
